split,label,model_guess,confidence,line,source_file,line_no
train,,unclear,0.97,config wireless-controller access-control-list,user_contrib_fg100e_fos7213.conf,34349
train,,unclear,0.97,"name ""stack-uplink-A""",kitchen_sink.cfg,132
eval,,unclear,0.97,vn-segment 10020,networklessons_clab_dag_symmetric_irb_leaf1_nxos1027.cfg,48
eval,,unclear,0.97,"set pattern ""/*.flv""",kevinguenay_fgt_vm_hub.conf,7658
train,,unclear,0.97,"set pattern ""/*.flv*""",kevinguenay_fgt_vm_hub.conf,8066
train,,unclear,0.97,set misc-component page-break,kevinguenay_fgt_vm_hub.conf,12430
train,,unclear,0.97,set vlanid 1,kevinguenay_fgt_70g_branch.conf,12102
train,,unclear,0.97,policy-map core-ingress-classifier,iosxr_design_cst_pa3_xr752.cfg,271
train,,unclear,0.97,set virtual-chassis member 1 role routing-engine,ksator_labmgmt_qfx5100_junos173.set,93
train,,unclear,0.97,"! Snapshot: Cat8000V IOS-XE 17.9 `show running-config` -- NAT/PAT, telemetry ietf subscription, app-hosting, PKI, RESTCONF+NETCONF, type-9 user.",racc_cat8000v_iosxe179_netconf.txt,3
train,,unclear,0.97,"set srcintf ""server-vlan""",user_contrib_fg100e_fos7213.conf,32480
eval,,unclear,0.97,dhcp-snooping,hpe_community_2920_wb1608_dhcp_snooping.cfg,9
train,,unclear,0.97,set priority-members 3 4,kevinguenay_fgt_vm_hub.conf,11130
train,,unclear,0.97,vxlan vlan 210 vni 10210,batfish_eos_evpn_vlan_based_leaf.txt,196
train,,unclear,0.97,set groups MNHA-SYNC security ipsec proposal IPSEC_PROP-1 encryption-algorithm aes-256-gcm,jnprautomate_mnha_vsrx_a_junos.set,17
eval,,unclear,0.97,interface Ethernet40,ksator_dcs_7150s64_eos4224.txt,164
train,,unclear,0.97,class-map match-any system-cpp-police-l2lvx-control,user_contrib_cat9300_iosxe1712.txt,174
train,,unclear,0.97,set metric-type 2,user_contrib_fg100e_fos7213.conf,34520
train,,unclear,0.97,set update-server-location automatic,user_contrib_fg100e_fos7213.conf,21418
train,,unclear,0.97,set queue 3,kevinguenay_fgt_70g_branch.conf,83
train,,unclear,0.97,set ip6-address 2001:db8:0:ffff::1/128,kitchen_sink.conf,61
train,,unclear,0.97,config system device-upgrade,user_contrib_fg100e_fos7213.conf,22030
train,,unclear,0.97,"edit ""FQDN-GoDaddy-GoDaddy.Email""",kevinguenay_fgt_70g_branch.conf,6712
eval,,unclear,0.97,private-vlan mapping add 1002,batfish_cisco_interface.txt,195
eval,,unclear,0.97,aaa accounting commands 1 default start-stop group tacacs+,batfish_cisco_aaa.txt,8
train,,unclear,0.97,* education. IOSv is provided as-is and is not supported by Cisco's      *,batfish_iosxe_basic_vrrp.txt,115
train,,unclear,0.97,vlan 900,busterswt_spine_leaf_xk32_1_nxos9312.txt,169
train,,unclear,0.97,# system interface-group 3 speed 10g,canu_csm17_spine001_ipv6_vrf.cfg,15
eval,,unclear,0.97,neighbor 192.168.2.1 activate,aoscx_dcn_arch3_ebgp_leaf1a.cfg,96
train,,unclear,0.97,"name ""stack-uplink-B""",kitchen_sink.cfg,136
train,,unclear,0.97,ip route 146.112.82.8 255.255.255.255 dhcp,racc_csr1_iosxe173_umbrella_sig.txt,276
train,,unclear,0.97,set snmp trap-group monitoring targets 10.0.0.250,kitchen_sink.set,186
train,,unclear,0.97,"set description ""A network connection is down.""",kevinguenay_fgt_70g_branch.conf,7867
eval,,unclear,0.97,"set buffer ""The file \""%%FILE%%\"" has been blocked because its decompressed size is over the configured limit.""",user_contrib_fg100e_fos7213.conf,14073
train,,unclear,0.97,10 permit 192.168.35.0 0.0.0.255,racc_csr1_iosxe173_umbrella_sig.txt,301
train,,unclear,0.97,ip proxy-arp,batfish_cisco_interface.txt,115
train,,unclear,0.97,set ip next-hop 192.168.11.5,canu_csm17_spine001_ipv6_vrf.cfg,329
eval,,unclear,0.97,! Sample: samples/xr_compose_topos/segment-routing/xrd-1-startup.cfg,xrdtools_sr_xrd1.cfg,3
train,,unclear,0.97,interface TenGigabitEthernet1/0/3,user_contrib_cat9300_iosxe1712.txt,254
train,,unclear,0.97,nfs { },houdev_vyos_dhcpv6_pd_client.conf,302
train,,unclear,0.97,<no_interface/>,user_contrib_supergate_opn25.xml,474
eval,,unclear,0.97,spanning-tree mode rapid-pvst,06-layer2-protection.txt,9
train,,unclear,0.97,"<p>To have the rating of this web page re-evaluated <a href=\""%%FTGD_RE_EVAL%%\"">please click here</a>.</p>",user_contrib_fg100e_fos7213.conf,6625
train,,unclear,0.97,vlan 3001,batfish_labval_dc1_leaf2a_eos4230.txt,60
train,,unclear,0.97,set tcp-hlen-err drop,user_contrib_fg100e_fos7213.conf,270
eval,,unclear,0.97,address 2001:0db8:abcd:6a2d::2/64,pc5-round3b-routere.conf,10
train,,unclear,0.97,<FromEmail>test@test.nl</FromEmail>,opnsense_acl_test_config.xml,177
train,,unclear,0.97,config system vxlan,user_contrib_fg100e_fos7213.conf,28744
train,,unclear,0.97,speed auto,batfish_iosxe_basic_vrrp.txt,74
train,,unclear,0.97,set interfaces et-0/0/12 mtu 9216,ksator_labmgmt_qfx10k2_junos173.set,66
train,,unclear,0.97,"set resource ""https://raw.githubusercontent.com/romainmarcoux/malicious-ip/main/full-ad.txt""",user_contrib_fg100e_fos7213.conf,25422
train,,unclear,0.97,network 192.168.0.0/26,azsupport_TOR1_Sample.cfg,319
train,,unclear,0.97,ip route 146.112.112.8 255.255.255.255 dhcp,racc_csr1_iosxe173_umbrella_sig.txt,283
eval,,unclear,0.97,nv overlay evpn,akarneliuk_evpn_vxlan_mcast_leaf_c1l1_nxos939.txt,15
train,,unclear,0.97,set priority-members 3,kevinguenay_fgt_70g_branch.conf,9984
train,,unclear,0.97,interface GigabitEthernet0/0/0/1.35,batfish_ebgp_border01.txt,53
train,,unclear,0.97,set ip next-hop 10.20.1.8,netutils_aoscx_snmpv3_glcx1009.cfg,409
train,,unclear,0.97,set monitor-period 300,user_contrib_fg100e_fos7213.conf,34207
train,,unclear,0.97,"set queue-policy ""voice-egress""",kevinguenay_fgt_70g_branch.conf,12077
train,,unclear,0.97,ip address 10.0.0.123/24,dellgeos_S5212F-TOR2-Advanced.cfg,99
eval,,unclear,0.97,interface Ethernet1/100,batfish_nxos_bgp_redist_d1.txt,249
train,,unclear,0.97,class-map match-any system-cpp-default,user_contrib_cat9300_iosxe1712.txt,168
eval,,unclear,0.97,ip route 1.2.39.22 255.255.255.255 1.2.32.39 210,batfish_cisco_ip_route.txt,11
train,,unclear,0.97,"#     vrf-target import/export, interface bindings, L3 VNI for Type-5",kitchen_sink.set,19
train,,unclear,0.97,ip route 10.100.0.0/16 192.0.2.253 200,kitchen_sink.cfg,48
train,,unclear,0.97,set routing-instances TENANT_B route-distinguisher 172.16.0.1:20000,kitchen_sink.set,164
train,,unclear,0.97,<span>Launch FortiClient</span>,user_contrib_fg100e_fos7213.conf,10778
train,,unclear,0.97,"set server ""www.fortinet.com""",kevinguenay_fgt_70g_branch.conf,7639
train,,unclear,0.97,set category 65,kevinguenay_fgt_70g_branch.conf,10073
eval,,unclear,0.97,"; render (the renderer emits ``sha1 """"`` which the parser then",kitchen_sink.cfg,53
train,,unclear,0.97,"set interfaces ge-0/0/11 description ""UNUSED""",saidvandeklundert_snmpv3_junos172.set,87
eval,,unclear,0.97,neighbor 10.20.10.2 maximum-routes 12000,batfish_duplicateprivate_eos4211.txt,61
train,,unclear,0.97,spanning-tree,aoscx_dcn_arch4_core1_1.cfg,32
eval,,unclear,0.97,neighbor IPv4-UNDERLAY-PEERS activate,batfish_eos_evpn_vlan_based_leaf.txt,305
eval,,unclear,0.97,"set interfaces ge-0/0/5 description ""LAG ae1 member 2""",kitchen_sink.set,104
train,,unclear,0.97,"set email-to ""netadmin@example.test""",user_contrib_fg100e_fos7213.conf,27157
eval,,unclear,0.97,bgp router-id 10.22.0.2,netutils_aoscx_snmpv3_glcx1009.cfg,448
train,,logging_enabled:true,0.97,logging userinfo,batfish_cisco_logging.txt,100
eval,,unclear,0.97,seq 10 deny ip 192.168.3.0/17 192.168.0.0/17,canu_sw-leaf-bmc-001.cfg,221
eval,,unclear,0.97,address 2001:0db8:abcd:b6d2::2/64,pc5-round3b-routerd.conf,6
train,,unclear,0.97,set wifi read-write,kevinguenay_fgt_70g_branch.conf,37
train,,unclear,0.97,address 2001:0db8:abcd:a983::1/64,pc5-round3b-routere.conf,22
train,,unclear,0.97,address 2001:0db8:abcd:4d6b::1/64,pc5-round3b-routere.conf,30
train,,unclear,0.97,sfp-sfpplus2 orig-mac-address=02:00:00:00:5A:6F rx-flow-control=off \,user_contrib_crs310_ros7.rsc,87
train,,unclear,0.97,"set pattern ""/*.ram""",kevinguenay_fgt_vm_hub.conf,7959
eval,,unclear,0.97,set vlans V2022 l3-interface irb.2022,ksator_labmgmt_qfx10k2_junos173.set,382
eval,,unclear,0.97,If monitoring reveals violations of security regulations or,user_contrib_fg100e_fos7213.conf,7163
eval,,unclear,0.97,<h1>Blocked because of application</h1>,user_contrib_fg100e_fos7213.conf,11796
train,,unclear,0.97,switchport access vlan 301,azsupport_TOR1_Sample.cfg,176
eval,,unclear,0.97,"set snmp location ""Synthetic Lab Rack 7""",kitchen_sink.set,184
train,,unclear,0.97,"set host-domain-name-suffix ""clipfish.de"" ""universal-music.de""",kevinguenay_fgt_vm_hub.conf,8033
train,,unclear,0.97,set protocols bgp group underlay bfd-liveness-detection multiplier 3,batfish_evpntype5_router1_junos2541.set,118
train,,unclear,0.97,config system ipv6-neighbor-cache,user_contrib_fg100e_fos7213.conf,22312
eval,,unclear,0.97,interface Ethernet3,batfish_duplicateprivate_eos4211.txt,25
train,,unclear,0.97,interface Ethernet49/3,ksator_dcs_7150s64_eos4224.txt,197
train,,unclear,0.97,router-id 10.250.12.2,aoscx_dcn_arch4_core1_2.cfg,261
eval,,unclear,0.97,"set interfaces xe-0/0/33 description ""UNUSED""",saidvandeklundert_snmpv3_junos172.set,131
train,,unclear,0.97,set interfaces lo0 unit 10 description PROD_LOOPBACKS,jnprautomate_mnha_vsrx_a_junos.set,396
eval,,unclear,0.97,set interfaces irb unit 2031 virtual-gateway-v6-mac 02:00:31:06:00:01,ksator_labmgmt_qfx10k2_junos173.set,131
train,,unclear,0.97,"<f-icon class=\""ftnt-forticlient\""></f-icon>",user_contrib_fg100e_fos7213.conf,10777
train,,unclear,0.97,vlan 356,nautobot_gc_nxos_snmp_spine01_nxos933.txt,161
train,,unclear,0.97,community FAKEPUBLIC {,kitchen_sink.conf,70
train,,unclear,0.97,<start_addr>192.168.11.220</start_addr>,user_contrib_supergate_opn25.xml,960
train,,unclear,0.97,set latency-distribution-max=100us measure-out-of-order=no \,user_contrib_crs310_ros7.rsc,736
train,,unclear,0.97,set weight-rogue-ap 10,user_contrib_fg100e_fos7213.conf,34209
eval,,unclear,0.97,"set srcintf ""iot-vlan""",user_contrib_fg100e_fos7213.conf,32399
eval,,unclear,0.97,set routing-options autonomous-system 65001,kitchen_sink.set,178
eval,,unclear,0.97,"set profile-protocol-options ""default""",user_contrib_fg100e_fos7213.conf,32353
train,,unclear,0.97,/interface ethernet switch l3hw-settings,user_contrib_crs310_ros7.rsc,434
train,,unclear,0.97,"set pattern ""/sec*.aac""",kevinguenay_fgt_vm_hub.conf,7737
train,,logging_enabled:true,0.97,logging level local4 6,busterswt_spine_leaf_xk32_1_nxos9312.txt,478
train,,unclear,0.97,interface HundredGigE0/0/1/0,iosxr_design_cst_pa3_xr752.cfg,611
train,,unclear,0.97,set vlans V2022 vlan-id 2022,ksator_labmgmt_ex4550_junos151.set,52
train,,unclear,0.97,"set pattern ""start=*""",kevinguenay_fgt_vm_hub.conf,7752
train,,unclear,0.97,seq 40 deny ip 192.168.0.0/17 192.168.100.0/17,canu_sw-leaf-bmc-001.cfg,224
eval,,unclear,0.97,set protocols bgp group underlay bfd-liveness-detection session-mode single-hop,batfish_evpntype5_router1_junos2541.set,119
train,,unclear,0.97,"set name ""server-to-inet""",user_contrib_fg100e_fos7213.conf,32478
train,,unclear,0.97,"""PROD - PVE5"" orig-mac-address=02:00:00:00:5A:6B rx-flow-control=off \",user_contrib_crs310_ros7.rsc,63
train,,unclear,0.97,// Snapshot: pc5/team/round1-ipv6-flag-day/challenge/core.config.boot,pc5-round1-core.conf,3
train,,unclear,0.97,vlan 398,nautobot_gc_nxos_snmp_spine01_nxos933.txt,165
eval,,unclear,0.97,/certificate settings,routeros_diff_verbose_export.rsc,195
train,,unclear,0.97,"set pattern ""/*.rm""",kevinguenay_fgt_vm_hub.conf,7956
train,,unclear,0.97,"set interfaces ge-0/0/26 description ""UNUSED""",saidvandeklundert_snmpv3_junos172.set,117
eval,,unclear,0.97,sntp server priority 2 10.0.10.124,kitchen_sink.cfg,27
eval,,unclear,0.97,set accept=no port=3799,routeros_diff_verbose_export.rsc,407
eval,,unclear,0.97,"set interface ""BRANCHES1-O1""",kevinguenay_fgt_vm_hub.conf,11055
train,,unclear,0.97,ip ospf priority 1,batfish_cisco_interface.txt,105
eval,,unclear,0.97,"set template iron-skillet config shared log-settings config match-list Configuration_Log_Forwarding filter ""All Logs""",iron_skillet_panorama_full.conf,744
eval,,unclear,0.97,"CanonicalLAG.mode=""active"" and reverse-links members to",kitchen_sink.xml,301
train,,unclear,0.97,interface HundredGigE0/0/1/3,iosxr_design_cst_pa3_xr752.cfg,624
train,,unclear,0.97,set ip next-hop 10.20.1.9,netutils_aoscx_snmpv3_glcx1009.cfg,386
train,,unclear,0.97,"config redistribute6 ""bgp""",kevinguenay_fgt_70g_branch.conf,12314
eval,,unclear,0.97,affinity-map red bit-position 128,xrdtools_sr_xrd1.cfg,71
train,,unclear,0.97,set auth any,user_contrib_fg100e_fos7213.conf,27726
eval,,unclear,0.97,interface vlan 713,azlocal_tor1.txt,59
train,,unclear,0.97,vn-segment 100010,akarneliuk_evpn_vxlan_mcast_leaf_c1l1_nxos939.txt,37
eval,,unclear,0.97,! Root Guard (Prevents Rogue Root),06-layer2-protection.txt,21
eval,,unclear,0.97,set policy-options community vni22014 members target:1:22014,ksator_labmgmt_qfx10k2_junos173.set,296
eval,,unclear,0.97,ipv6 route ::/0 Dialer2 253,batfish_cisco_ip_route.txt,27
eval,,unclear,0.97,set security nat source rule-set SELF-SNAT-ISP-1 to zone EXT,jnprautomate_mnha_vsrx_a_junos.set,204
train,,unclear,0.97,set policy-options policy-statement ISIS-EXPORT term EXPORT_v6 from protocol evpn,ksator_labmgmt_qfx10k2_junos173.set,222
train,,unclear,0.97,ip route 172.16.0.0 255.255.0.0 10.0.0.254,kitchen_sink.cfg,143
train,,unclear,0.97,set prefix 172.25.0.0 255.255.254.0,kevinguenay_fgt_vm_hub.conf,13768
train,,unclear,0.97,ip route 146.112.97.8 255.255.255.255 dhcp,racc_csr1_iosxe173_umbrella_sig.txt,277
train,,unclear,0.97,dns domain example.net,kitchen_sink.txt,20
train,,unclear,0.97,interface AppGigabitEthernet1/0/1,user_contrib_cat9300_iosxe1712.txt,414
train,,unclear,0.97,"set interfaces xe-0/0/2 description ""ixia 1.6""",ksator_labmgmt_qfx5100_junos173.set,54
train,,unclear,0.97,"config system replacemsg auth ""auth-cert-passwd-page""",kevinguenay_fgt_70g_branch.conf,796
train,,unclear,0.97,set security policies from-zone EXT to-zone EXT policy IKE-ESP then log session-init,jnprautomate_mnha_vsrx_a_junos.set,269
eval,,unclear,0.97,config user radius,user_contrib_fg100e_fos7213.conf,27057
eval,,unclear,0.97,"snmpv3 group ""auth-priv-grp"" user ""monitor-usr"" sec-model ver3",kitchen_sink.cfg,42
train,,unclear,0.97,preboot-etherboot-server=any protected-routerboot=disabled \,user_contrib_crs310_ros7.rsc,695
train,,unclear,0.97,loop-protect-send-interval=5s mac-address=02:00:00:00:5A:67 mtu=1500 name=\,user_contrib_crs310_ros7.rsc,20
train,,unclear,0.97,"set pattern ""WebEx""",user_contrib_fg100e_fos7213.conf,26577
train,,unclear,0.97,set security smtps,kevinguenay_fgt_70g_branch.conf,7670
train,,unclear,0.97,"config system replacemsg utm ""virus-text""",kevinguenay_fgt_70g_branch.conf,830
eval,,unclear,0.97,"edit ""ISLOnline-Outbound_Email""",kevinguenay_fgt_70g_branch.conf,5111
eval,,unclear,0.97,route-map ALLOW_ALL permit 10,batfish_nxos_bgp_redist_d1.txt,39
train,,unclear,0.97,set 6 !forwarding-override,user_contrib_crs310_ros7.rsc,164
train,,unclear,0.97,config system lte-modem,user_contrib_fg100e_fos7213.conf,322
train,,unclear,0.97,interface GigabitEthernet0/0,batfish_cisco_interface.txt,292
train,,unclear,0.97,oNO+8JL+W8XfFTy9RfBDQwd+kQPK2tnO7NkePfA7xWTjkdNv3Ri4/pT4uK9RSG5x,kevinguenay_fgt_vm_hub.conf,10177
train,,unclear,0.97,interface-speed,user_contrib_crs310_ros7.rsc,651
train,,unclear,0.97,network point-to-point,batfish_ibgp_border01.txt,117
eval,,unclear,0.97,set interfaces irb unit 2025 virtual-gateway-v6-mac 02:00:25:06:00:01,ksator_labmgmt_qfx10k2_junos173.set,126
eval,,unclear,0.97,"set vdom ""root""",kevinguenay_fgt_70g_branch.conf,133
train,,unclear,0.97,bgp router-id 10.188.62.3,batfish_ebgp_border01.txt,131
eval,,unclear,0.97,set security nat source rule-set SELF-SNAT-ISP-2 to zone EXT-2,jnprautomate_mnha_vsrx_a_junos.set,208
eval,,unclear,0.97,set ipv4-start-ip 172.30.0.1,kevinguenay_fgt_vm_hub.conf,11157
eval,,unclear,0.97,set size 30063,kevinguenay_fgt_vm_hub.conf,499
train,,unclear,0.97,send-community-ebgp,batfish_vpnv4_pe1.txt,135
train,,unclear,0.97,set policy-options policy-statement export_DC2_to_WAN term 1 from protocol isis,ksator_labmgmt_qfx10k2_junos173.set,230
train,,unclear,0.97,set acd-process-count 0,user_contrib_fg100e_fos7213.conf,303
eval,,unclear,0.97,description SharePoint_MSU_Management_Network,azsupport_TOR1_Sample.cfg,70
train,,unclear,0.97,Synthetic kitchen-sink fixture for the cisco_iosxe (NETCONF/OpenConfig,kitchen_sink.xml,3
eval,,unclear,0.97,router bgp 65102,batfish_eos_evpn_vlan_based_leaf.txt,237
train,,unclear,0.97,vlan trunk native 1,aoscx_dcn_arch4_core1_1.cfg,42
train,,unclear,0.97,neighbor 10.10.10.3 remote-as 65003,ksator_dcs_7150s64_eos4224.txt,252
train,,unclear,0.97,set iotvlan150 queue=no-queue,user_contrib_crs310_ros7.rsc,115
train,,unclear,0.97,ip route vrf myvrf 0.0.0.0 0.0.0.0 5.6.7.8 global,batfish_cisco_ip_route.txt,21
train,,unclear,0.97,set vlans VLAN824 vlan-id 824,saidvandeklundert_snmpv3_junos172.set,944
eval,,unclear,0.97,config log memory setting,kevinguenay_fgt_70g_branch.conf,11196
train,,unclear,0.97,"edit ""Panda-Internet-Security-AV""",user_contrib_fg100e_fos7213.conf,27503
eval,,unclear,0.97,"description ""WAN inbound traffic to the router""",houdev_vyos_dhcpv6_pd_client.conf,37
train,,unclear,0.97,set acme-renew-window 30,user_contrib_fg100e_fos7213.conf,25957
train,,unclear,0.97,vlan 40,kitchen_sink.cfg,88
eval,,unclear,0.97,set schedule weighted,kevinguenay_fgt_70g_branch.conf,12045
train,,logging_enabled:true,0.97,logging level vlan_mgr 4,nautobot_gc_nxos_snmp_spine01_nxos933.txt,87
train,,unclear,0.97,set snmp-index 117,kevinguenay_fgt_vm_hub.conf,135
eval,,unclear,0.97,config system dns,kevinguenay_fgt_70g_branch.conf,612
eval,,unclear,0.97,ip route 146.112.113.8 255.255.255.255 dhcp,racc_csr1_iosxe173_umbrella_sig.txt,282
train,,unclear,0.97,config main-class 100000000,kevinguenay_fgt_70g_branch.conf,11699
eval,,unclear,0.97,set routing-options autonomous-system 2201,ksator_labmgmt_qfx10k2_junos173.set,145
train,,unclear,0.97,set policy-options policy-statement vni20100-EXPORT term DIRECT from protocol direct,ksator_labmgmt_qfx10k2_junos173.set,257
train,,unclear,0.97,set type fqdn,user_contrib_fg100e_fos7213.conf,22714
train,,unclear,0.97,<from>192.168.10.100</from>,kitchen_sink.xml,289
eval,,unclear,0.97,"set safesearch-str ""&vm=r""",kevinguenay_fgt_70g_branch.conf,11087
train,,unclear,0.97,set sta-locate-log notification,user_contrib_fg100e_fos7213.conf,34195
train,,unclear,0.97,vlan 400,netutils_aoscx_snmpv3_glcx1009.cfg,71
train,,unclear,0.97,"set interface ""user-vlan""",user_contrib_fg100e_fos7213.conf,22417
train,,unclear,0.97,add action=encrypt disabled=no dst-address=169.254.82.49/32 dst-port=any ipsec-protocols=esp level=require peer=vpc1 proposal=aws protocol=all sa-dst-address=:: sa-src-address=:: src-address=0.0.0.0/0 src-port=any tunnel=yes,routeros_diff_verbose_export.rsc,356
eval,,unclear,0.97,router-id 10.22.0.2,netutils_aoscx_snmpv3_glcx1009.cfg,440
eval,,unclear,0.97,<type>block</type>,user_contrib_supergate_opn25.xml,1292
eval,,unclear,0.97,"set hostname ""pve3""",user_contrib_fg100e_fos7213.conf,28828
train,,unclear,0.97,"set hostname ""pve5""",user_contrib_fg100e_fos7213.conf,28842
train,,unclear,0.97,"set comment ""Malware and phishing URL filtering.""",kevinguenay_fgt_70g_branch.conf,11183
train,,unclear,0.97,"set interfaces ge-0/0/18 description ""UNUSED""",saidvandeklundert_snmpv3_junos172.set,101
eval,,unclear,0.97,ipv6 address 2001:db8:101:2::1/128,iosxr_design_cst_pa3_xr752.cfg,415
train,,unclear,0.97,"edit ""ESET-Smart-Security-AV""",user_contrib_fg100e_fos7213.conf,27593
train,,unclear,0.97,Cat8000V#show running-config,config-sample.txt,1
eval,,unclear,0.97,set category 79,kevinguenay_fgt_70g_branch.conf,10551
train,,unclear,0.97,"set interfaces ge-0/0/14 description ""UNUSED""",saidvandeklundert_snmpv3_junos172.set,93
train,,unclear,0.97,parent <interface>; canonical bridge collapses every sub's,kitchen_sink.xml,146
train,,unclear,0.97,"""PROD - PVE3"" orig-mac-address=02:00:00:00:5A:6D rx-flow-control=off \",user_contrib_crs310_ros7.rsc,56
train,,unclear,0.97,router-id 10.0.255.30,akarneliuk_evpn_vxlan_mcast_leaf_c1l1_nxos939.txt,232
train,,unclear,0.97,"""PROD - PVENAS"" orig-mac-address=02:00:00:00:5A:69 rx-flow-control=off \",user_contrib_crs310_ros7.rsc,70
eval,,unclear,0.97,interface Ethernet30,ksator_dcs_7150s64_eos4224.txt,134
train,,unclear,0.97,route-target both 10210:10210,batfish_eos_evpn_vlan_based_leaf.txt,280
train,,unclear,0.97,router-id 10.2.0.12,canu_sw-leaf-bmc-001.cfg,231
train,,unclear,0.97,set routing-instances TENANT-A protocols bgp group edge neighbor 10.99.0.1 peer-as 65200,batfish_evpntype5_router1_junos2541.set,81
train,,unclear,0.97,set vlans VLAN801 vlan-id 801,saidvandeklundert_snmpv3_junos172.set,929
train,,unclear,0.97,router-id Loopback0,ciscolive_brkops1104_evpn_leaf_iosxe1715.txt,69
eval,,unclear,0.97,set vlans V3006 vlan-id 3006,ksator_labmgmt_qfx5100_junos173.set,102
train,,unclear,0.97,network 192.168.34.0/24,networklessons_clab_dag_symmetric_irb_leaf1_nxos1027.cfg,260
eval,,unclear,0.97,vlan-aware-bundle Tenant_A_APP_Zone,batfish_labval_dc1_leaf2a_eos4230.txt,357
train,,unclear,0.97,tcp-syncookies=no,routeros_diff_verbose_export.rsc,227
train,,unclear,0.97,interface GigabitEthernet0/0/0/12,iosxr_design_cst_pa3_xr752.cfg,424
eval,,unclear,0.97,interface vlan401,azsupport_TOR1_Sample.cfg,118
train,,unclear,0.97,set interfaces et-0/0/24 mtu 9216,ksator_labmgmt_qfx10k2_junos173.set,70
train,,unclear,0.97,set security policies global policy ASYM-PUB-TEST-249 match to-zone EXT,jnprautomate_mnha_vsrx_a_junos.set,285
eval,,unclear,0.97,# /interface wireguard peers,taqavi_initial_provisioning.rsc,83
train,,unclear,0.97,add action=encrypt disabled=no dst-address=169.254.36.9/32 dst-port=any ipsec-protocols=esp level=require peer=vpc2 proposal=aws protocol=all sa-dst-address=:: sa-src-address=:: src-address=0.0.0.0/0 src-port=any tunnel=yes,routeros_diff_verbose_export.rsc,357
eval,,unclear,0.97,! Source: https://github.com/networklessons/labs (containerlab/labs/vxlan/cisco/research/vxlan-evpn-inter-vni-symmetric-irb/.../leaf1/config/startup-config.cfg),networklessons_clab_dag_symmetric_irb_leaf1_nxos1027.cfg,1
train,,unclear,0.97,contact smart-licensing,batfish_ebgp_border01.txt,30
train,,unclear,0.97,ip ospf 100 area 0,ciscolive_brkops1104_evpn_leaf_iosxe1715.txt,145
eval,,unclear,0.97,<type>send</type>,opnsense_docs_carp_ha_backup.xml,632
train,,unclear,0.97,pcq-src-address6-mask=128 pcq-total-limit=2000KiB,routeros_diff_verbose_export.rsc,129
train,,unclear,0.97,ospfv3 network point-to-point,batfish_cisco_interface.txt,181
train,,unclear,0.97,config wireless-controller inter-controller,user_contrib_fg100e_fos7213.conf,292
eval,,unclear,0.97,policy-map core-egress-queuing,iosxr_design_cst_pa3_xr752.cfg,231
train,,unclear,0.97,"set member ""Botnet-C&C.Server"" ""Hosting-Bulletproof.Hosting"" ""Malicious-Malicious.Server"" ""Phishing-Phishing.Server"" ""Proxy-Proxy.Server"" ""Spam-Spamming.Server"" ""Tor-Exit.Node"" ""Tor-Relay.Node"" ""VPN-Anonymous.VPN""",kevinguenay_fgt_70g_branch.conf,8903
train,,unclear,0.97,pptp { },houdev_vyos_dhcpv6_pd_client.conf,303
train,,unclear,0.97,set comment=MikrotikSMB domain=MSHOME enabled=auto interfaces=all,user_contrib_crs310_ros7.rsc,346
train,,unclear,0.97,spanning-tree portfast,08-port-security.txt,3
train,,unclear,0.97,set threshold-tx-retries 300,user_contrib_fg100e_fos7213.conf,34219
train,,unclear,0.97,config main-class 30000000,kevinguenay_fgt_70g_branch.conf,11705
train,,unclear,0.97,# alternate configuration for a management interface using DHCP,iron_skillet_panos_full.conf,14
train,,unclear,0.97,set security policies global policy ASYM-PUB-TEST-249 match to-zone EXT-2,jnprautomate_mnha_vsrx_a_junos.set,286
train,,unclear,0.97,"#     covering IPv4 + IPv6 + link-local, VLAN trunk + native, MTU",kitchen_sink.set,14
eval,,unclear,0.97,set policy-options policy-statement ISIS-EXPORT term EXPORT-16 from protocol evpn,ksator_labmgmt_qfx10k2_junos173.set,215
eval,,unclear,0.97,"set style ""footer-pageno""",kevinguenay_fgt_vm_hub.conf,12396
train,,unclear,0.97,unicast-grant invalid-request deny,iosxr_design_cst_pa3_xr752.cfg,102
train,,unclear,0.97,"set snmp v3 usm local-engine user readonly_v3 privacy-aes256 privacy-key ""$9$fakeAes256PrivKey$2""",kitchen_sink.set,194
eval,,unclear,0.97,set duplication-max-num 2,user_contrib_fg100e_fos7213.conf,27962
train,,unclear,0.97,ip route 0.0.0.0 0.0.0.0 192.168.2.11,hpe_community_2930f_wc1607_intervlan.cfg,13
train,,unclear,0.97,"edit ""CA-Internet-Security-AV""",user_contrib_fg100e_fos7213.conf,27311
eval,,unclear,0.97,"set description ""Use FortiNAC to quarantine the endpoint device.""",kevinguenay_fgt_70g_branch.conf,7902
eval,,unclear,0.97,"140 comment BLOCK SSH, HTTPS, AND SNMP FROM EVERYWHERE ELSE",canu_csm17_spine001_ipv6_vrf.cfg,51
eval,,unclear,0.97,ip route 146.112.64.8 255.255.255.255 dhcp,racc_csr1_iosxe173_umbrella_sig.txt,287
train,,unclear,0.97,set chassis high-availability services-redundancy-group 1 prefix-list IKE-GW-VPN-1 routing-instance PROD,jnprautomate_mnha_vsrx_a_junos.set,55
