split,label,model_guess,confidence,line,source_file,line_no,auto
train,unclear,unclear,0.95,"edit ""Tencent-RTMP""",kevinguenay_fgt_70g_branch.conf,2693,rule
eval,unclear,unclear,0.95,ip tacacs source-interface FastEthernet0/1,batfish_cisco_aaa.txt,91,default
train,unclear,unclear,0.95,crypto pki trustpoint TP-self-signed-3209586145,config-sample.txt,51,default
train,unclear,unclear,0.95,"edit ""XING-FTP""",kevinguenay_fgt_70g_branch.conf,5537,rule
eval,unclear,unclear,0.95,"edit ""Google-Gmail""",kevinguenay_fgt_70g_branch.conf,1016,rule
train,unclear,unclear,0.95,"edit ""FQDN-Lifesize-Lifesize.Cloud""",kevinguenay_fgt_70g_branch.conf,6745,rule
eval,SKIP,unclear,0.95,!            before applying this configuration.,azlocal_tor1.txt,10,rule
train,unclear,unclear,0.95,"edit ""FQDN-VMware-Workspace.ONE""",kevinguenay_fgt_70g_branch.conf,6470,rule
train,unclear,unclear,0.95,"edit ""Hulu-DNS""",kevinguenay_fgt_70g_branch.conf,1715,rule
train,unclear,unclear,0.95,"edit ""Ask-Other""",kevinguenay_fgt_70g_branch.conf,2699,rule
train,unclear,unclear,0.95,"edit ""Cloudflare-LDAP""",kevinguenay_fgt_70g_branch.conf,4616,rule
train,unclear,unclear,0.95,"<div class=\""header\"">",user_contrib_fg100e_fos7213.conf,10761,rule
train,unclear,unclear,0.95,set substitute-dst-mac 00:00:00:00:00:00,user_contrib_fg100e_fos7213.conf,354,default
train,unclear,unclear,0.95,name Tenant_B_OPZone_2,batfish_eos_evpn_vlan_based_leaf.txt,38,default
eval,unclear,unclear,0.95,set extport 80,user_contrib_fg100e_fos7213.conf,31018,default
eval,unclear,unclear,0.95,"edit ""Alibaba-Other""",kevinguenay_fgt_70g_branch.conf,4754,rule
train,unclear,unclear,0.95,description Tenant_A_DB_Zone_VTEP_DIAGNOSTICS,batfish_labval_dc1_leaf2a_eos4230.txt,190,default
eval,unclear,unclear,0.95,name vlan445,nautobot_gc_nxos_snmp_spine01_nxos933.txt,204,default
train,unclear,unclear,0.95,/system clock,routeros_diff_verbose_export.rsc,422,default
train,unclear,unclear,0.95,"edit ""Eventbrite-NTP""",kevinguenay_fgt_70g_branch.conf,3653,rule
eval,unclear,unclear,0.95,set protocols mstp interface ae3,saidvandeklundert_snmpv3_junos172.set,895,default
train,unclear,unclear,0.95,"edit ""Redhat-RTMP""",kevinguenay_fgt_70g_branch.conf,2576,rule
train,unclear,unclear,0.95,"edit ""Compromised Host Quarantine""",kevinguenay_fgt_70g_branch.conf,7993,rule
eval,unclear,unclear,0.95,"set dstintf ""LO_BGP""",kevinguenay_fgt_vm_hub.conf,13321,default
train,unclear,unclear,0.95,set security zones security-zone RA-VPN host-inbound-traffic system-services all,jnprautomate_mnha_vsrx_a_junos.set,364,default
train,unclear,unclear,0.95,0.0.0.0/0 198.51.100.2,kitchen_sink.cfg,78,default
eval,unclear,unclear,0.95,"switchport trunk allowed vlan 110-111,120-121,130-131",batfish_labval_dc1_leaf2a_eos4230.txt,101,default
eval,unclear,unclear,0.95,hostname tor2-iic-azlocal,azlocal_tor2.txt,14,rule
eval,unclear,unclear,0.95,"name ""Gast""",hpe_community_2920_wb1608_dhcp_snooping.cfg,74,default
train,unclear,unclear,0.95,"edit ""Xactly-NTP""",kevinguenay_fgt_70g_branch.conf,3377,rule
train,unclear,unclear,0.95,member vni 100020 mcast-group 239.11.11.20,akarneliuk_evpn_vxlan_mcast_leaf_c1l1_nxos939.txt,171,default
train,unclear,unclear,0.95,"edit ""HP-DNS""",kevinguenay_fgt_70g_branch.conf,2255,rule
train,unclear,unclear,0.95,"set dst-delta=+00:00 dst-end=""1970-01-01 00:00:00"" dst-start=\",user_contrib_crs310_ros7.rsc,639,rule
eval,unclear,unclear,0.95,"edit ""VMware-RTMP""",kevinguenay_fgt_70g_branch.conf,2036,rule
train,unclear,unclear,0.95,<daemon>,user_contrib_supergate_opn25.xml,2136,rule
train,SKIP,unclear,0.95,</daemon>,user_contrib_supergate_opn25.xml,2178,rule
train,unclear,unclear,0.95,set protocols mstp interface ae102,saidvandeklundert_snmpv3_junos172.set,900,default
eval,unclear,unclear,0.95,"edit ""Splunk-FTP""",kevinguenay_fgt_70g_branch.conf,3767,rule
eval,unclear,unclear,0.95,"edit ""HA Failover""",kevinguenay_fgt_70g_branch.conf,7805,rule
train,unclear,unclear,0.95,"edit ""Facebook-Whatsapp""",user_contrib_fg100e_fos7213.conf,15175,rule
train,unclear,unclear,0.95,set uuid 857a27a6-2ecf-51f1-d48e-7fc96ca6ad3c,kevinguenay_fgt_vm_hub.conf,13296,default
train,unclear,unclear,0.95,<direction>in</direction>,user_contrib_supergate_opn25.xml,1300,rule
eval,unclear,unclear,0.95,VrpQaJDgyNZtGc1Guklkik3wuQPChRFbS/8x7LU0u2TCzH8zyupG4aqQSHuOQ/V4,kevinguenay_fgt_70g_branch.conf,9365,default
train,unclear,unclear,0.95,"edit ""Ask-FTP""",kevinguenay_fgt_70g_branch.conf,2717,rule
eval,unclear,unclear,0.95,set wireless-controller-port 5246,user_contrib_fg100e_fos7213.conf,204,default
train,unclear,unclear,0.95,"edit ""ntp.org-DNS""",kevinguenay_fgt_70g_branch.conf,2870,rule
eval,unclear,unclear,0.95,"set style ""footer-text""",kevinguenay_fgt_vm_hub.conf,12392,default
eval,unclear,unclear,0.95,set associated-interface '',user_contrib_fg100e_fos7213.conf,22706,default
eval,unclear,unclear,0.95,vlan 425,nautobot_gc_nxos_snmp_spine01_nxos933.txt,189,default
train,unclear,unclear,0.95,set nac-periodic-interval 60,user_contrib_fg100e_fos7213.conf,21381,default
train,SKIP,unclear,0.95,; J9729A Configuration Editor; Created via template render,aruba_central_5memberstack_rendered.cfg,7,rule
eval,unclear,unclear,0.95,"edit ""LaunchDarkly-LaunchDarkly.Platform""",kevinguenay_fgt_70g_branch.conf,6044,rule
train,unclear,unclear,0.95,"edit ""Intuit-FTP""",kevinguenay_fgt_70g_branch.conf,3413,rule
train,unclear,unclear,0.95,vxlan udp-port 4789,batfish_eos_evpn_vlan_based_leaf.txt,193,default
train,unclear,unclear,0.95,set neighbor-hold-down-time 0,user_contrib_fg100e_fos7213.conf,27964,default
train,unclear,unclear,0.95,member evpn-instance 1 vni 100100,ciscolive_brkops1104_evpn_leaf_iosxe1715.txt,126,default
train,unclear,unclear,0.95,maximum-paths 2 ecmp 2,batfish_eos_evpn_vlan_based_leaf.txt,241,default
train,unclear,unclear,0.95,crypto ipsec transform-set IPSEC_XFORM_AES256_SHA1 esp-aes 256 esp-sha-hmac,racc_csr1_iosxe173_umbrella_sig.txt,201,rule
train,unclear,unclear,0.95,ip access-list abc,batfish_cisco_interface.txt,7,default
train,unclear,unclear,0.95,"edit ""Bluejeans-NTP""",user_contrib_fg100e_fos7213.conf,20095,rule
eval,unclear,unclear,0.95,set sync-config enable,user_contrib_fg100e_fos7213.conf,3791,default
eval,unclear,unclear,0.95,"set host-domain-name-suffix ""vimeo.com"" ""vimeocdn.com"" ""56skyfiregce-a.akamaihd.net""",kevinguenay_fgt_vm_hub.conf,7913,default
eval,unclear,unclear,0.95,random-offset,user_contrib_crs310_ros7.rsc,459,default
train,unclear,unclear,0.95,"edit ""Apptio-ICMP""",kevinguenay_fgt_70g_branch.conf,4223,rule
train,unclear,unclear,0.95,set protocols bgp group EBGP-DCI-EVPN multipath multiple-as,ksator_labmgmt_qfx10k2_junos173.set,154,default
eval,unclear,unclear,0.95,rd 10.254.1.3:65102,batfish_vpnv4_pe2.txt,116,default
train,unclear,unclear,0.95,remote-as 65101,batfish_vpnv4_pe3.txt,123,default
eval,unclear,unclear,0.95,"set host-regex ""^\\[(([0-9a-f]{0,4}:){1,7}[0-9a-f]{1,4})\\]$""",kevinguenay_fgt_70g_branch.conf,9703,default
train,unclear,unclear,0.95,<description>WAN uplink to upstream carrier</description>,kitchen_sink.xml,48,rule
train,unclear,unclear,0.95,"edit ""Apple-Other""",kevinguenay_fgt_70g_branch.conf,1064,rule
train,unclear,unclear,0.95,"edit ""Anomaly Logs""",kevinguenay_fgt_70g_branch.conf,7822,rule
train,unclear,unclear,0.95,set routing-instances ISP-2 routing-options instance-import SRX-SERVICES,jnprautomate_mnha_vsrx_a_junos.set,572,default
eval,unclear,unclear,0.95,set max-retransmit 3,user_contrib_fg100e_fos7213.conf,305,default
train,unclear,unclear,0.95,"name ""fog_aries""",hpe_community_2930f_wc1607_intervlan.cfg,103,default
train,unclear,unclear,0.95,<descr>NEW - PORT FORWARD TARGET WAN:32400</descr>,user_contrib_supergate_opn25.xml,706,rule
eval,unclear,unclear,0.95,Go4Sz/TUEjgoLh6WbYtPgXDD3Lcwp0FRf+orTMtBXPIw2XHyhP+Bw61gI8WuYCpL,kevinguenay_fgt_vm_hub.conf,10637,default
train,unclear,unclear,0.95,set algorithm high,user_contrib_fg100e_fos7213.conf,27688,default
train,unclear,unclear,0.95,"<staticroutes version=""1.0.0"" persisted_at=""1774255875.34"" description=""Static routes"">",user_contrib_supergate_opn25.xml,4436,rule
eval,unclear,unclear,0.95,"edit ""ntp.org-NTP""",kevinguenay_fgt_70g_branch.conf,2882,rule
train,unclear,unclear,0.95,QA1jp2WrxaH3YYAAAAEAAAAAEAAAEXAAAAB3NzaC1yc2EAAAADAQABAAABAQCxBtuuJHAg,user_contrib_fg100e_fos7213.conf,31237,default
train,unclear,unclear,0.95,set protocols igmp interface ae1.0,ksator_labmgmt_qfx5100_junos173.set,86,default
eval,unclear,unclear,0.95,"set safesearch-str ""case::google-translate""",kevinguenay_fgt_70g_branch.conf,11169,default
eval,unclear,unclear,0.95,session protection,iosxr_design_cst_pa3_xr752.cfg,897,default
train,unclear,unclear,0.95,"<OpenVPNExport version=""0.0.1"" persisted_at=""1774255875.30"" description=""OpenVPN export presets"">",user_contrib_supergate_opn25.xml,2264,rule
train,unclear,unclear,0.95,/ip firewall connection tracking,routeros_diff_verbose_export.rsc,220,default
train,unclear,unclear,0.95,"edit ""FortiNAC Quarantine""",kevinguenay_fgt_70g_branch.conf,7901,rule
eval,unclear,unclear,0.95,set malformed-header-expires pass,user_contrib_fg100e_fos7213.conf,27825,default
train,unclear,unclear,0.95,set udp-portrange 88 464,kevinguenay_fgt_70g_branch.conf,8848,default
train,SKIP,unclear,0.95,! Spanning Tree Configuration,06-layer2-protection.txt,6,rule
train,unclear,unclear,0.95,set vlans VLAN704 vlan-id 704,saidvandeklundert_snmpv3_junos172.set,917,default
train,unclear,unclear,0.95,ipv6-name OUTSIDE-IN6 {,houdev_vyos_dhcpv6_pd_client.conf,15,default
train,unclear,unclear,0.95,ntp server 10.0.0.123,kitchen_sink.txt,22,default
train,unclear,unclear,0.95,!insert-queue-before keepalive-timeout=2m mac-cookie-timeout=3d name=\,user_contrib_crs310_ros7.rsc,242,rule
train,unclear,unclear,0.95,<p>The page you requested has been blocked by a firewall policy restriction.</p>,user_contrib_fg100e_fos7213.conf,5502,rule
train,unclear,unclear,0.95,channel-group 1 mode desirable,batfish_cisco_interface.txt,30,default
eval,unclear,unclear,0.95,"set partition ""LOGUSEDXC15969DF""",kevinguenay_fgt_vm_hub.conf,497,default
train,unclear,unclear,0.95,offload {,houdev_vyos_dhcpv6_pd_client.conf,152,default
eval,unclear,unclear,0.95,Current configuration : 3355 bytes,batfish_iosxe_basic_vrrp.txt,7,default
train,unclear,unclear,0.95,redistribute bgp,canu_csm17_spine001_ipv6_vrf.cfg,357,default
train,unclear,unclear,0.95,unset ge,kevinguenay_fgt_70g_branch.conf,12164,default
train,unclear,unclear,0.95,"edit ""HA-SESSYNC""",kevinguenay_fgt_70g_branch.conf,51,rule
train,SKIP,unclear,0.95,! Fallback local admin account (emergency use only),02-aaa-tacacs.txt,17,rule
train,unclear,unclear,0.95,"edit ""def-ssn-sensor""",user_contrib_fg100e_fos7213.conf,26622,rule
eval,unclear,unclear,0.95,"edit ""Apptio-Web""",kevinguenay_fgt_70g_branch.conf,4220,rule
train,unclear,unclear,0.95,graceful-restart restart-time 300,batfish_labval_dc1_leaf2a_eos4230.txt,328,default
train,unclear,unclear,0.95,snmp-server user localkey netgroup 3 auth md5 0xaabbccddeeff00112233445566778899 priv des 0x99887766554433221100aabbccddeeff localized,kitchen_sink.cfg,23,rule
train,unclear,unclear,0.95,elseif destination in AZURE-WEST-IN then,batfish_ebgp_border01.txt,106,default
train,unclear,unclear,0.95,set mgt-config password-complexity new-password-differs-by-characters 3,iron_skillet_panorama_full.conf,37,rule
train,unclear,unclear,0.95,Au2XS5ADCuuz,kevinguenay_fgt_vm_hub.conf,10570,default
eval,unclear,unclear,0.95,<name>gateway_alert</name>,user_contrib_supergate_opn25.xml,3122,rule
train,unclear,unclear,0.95,lag 10,netutils_aoscx_snmpv3_glcx1009.cfg,240,default
eval,unclear,unclear,0.95,if destination in AZURE-EAST-IN then,batfish_ebgp_border01.txt,104,default
train,unclear,unclear,0.95,set routing-instances TENANT-A protocols evpn irb-symmetric-routing vni 50000,batfish_evpntype5_router1_junos2541.set,82,default
train,unclear,unclear,0.95,.flex-container {,user_contrib_fg100e_fos7213.conf,3997,default
train,unclear,unclear,0.95,proposal IKEV2_PROPOSAL_UMBRELLA,racc_csr1_iosxe173_umbrella_sig.txt,158,default
eval,unclear,unclear,0.95,set tcp-portrange 161-162,kevinguenay_fgt_70g_branch.conf,8706,default
train,unclear,unclear,0.95,passive-interface Vlan35,07-vrf-segmentation.txt,39,default
train,unclear,unclear,0.95,"name ""MGMT""",kitchen_sink.cfg,84,default
train,unclear,unclear,0.95,set serial-number '',user_contrib_fg100e_fos7213.conf,21463,default
train,unclear,unclear,0.95,eR0wdtkgDlyncqRvTlO1na9GX6km+tioptdUxrH5UxhlALXWYyiU5MZY31WkKR5B,kevinguenay_fgt_70g_branch.conf,9199,default
train,unclear,unclear,0.95,config log gui-display,user_contrib_fg100e_fos7213.conf,30918,default
eval,unclear,unclear,0.95,"edit ""Fortinet-FortiWeb.Cloud""",kevinguenay_fgt_70g_branch.conf,5945,rule
train,unclear,unclear,0.95,set tcp-halfopen-timer 0,user_contrib_fg100e_fos7213.conf,23411,default
train,unclear,unclear,0.95,vlan 317,nautobot_gc_nxos_snmp_spine01_nxos933.txt,155,default
train,unclear,unclear,0.95,"edit ""FCTEMS_ALL_FORTICLOUD_SERVERS""",kevinguenay_fgt_70g_branch.conf,8172,rule
eval,unclear,unclear,0.95,"edit ""Fortinet-FortiDLP.Cloud""",kevinguenay_fgt_70g_branch.conf,5954,rule
train,unclear,unclear,0.95,no neighbor IPv4-UNDERLAY-PEERS activate,batfish_eos_evpn_vlan_based_leaf.txt,300,default
train,unclear,unclear,0.95,set malformed-request-line pass,user_contrib_fg100e_fos7213.conf,27814,default
train,unclear,unclear,0.95,"edit ""Pingdom-DNS""",kevinguenay_fgt_70g_branch.conf,5198,rule
train,unclear,unclear,0.95,"edit ""Dropbox-Other""",kevinguenay_fgt_70g_branch.conf,1502,rule
train,unclear,unclear,0.95,set distribute-list-in '',user_contrib_fg100e_fos7213.conf,34513,default
eval,unclear,unclear,0.95,set protocols isis interface em0.0 level 2 metric 100,buraglio_netlab_junos184.set,27,default
eval,unclear,unclear,0.95,authentication md5 key-string 7 0000FAKE0000FAKE0000FA,busterswt_spine_leaf_xk32_1_nxos9312.txt,218,rule
train,unclear,unclear,0.95,"edit ""VMware-FTP""",kevinguenay_fgt_70g_branch.conf,2021,rule
train,unclear,unclear,0.95,snmp-server user admin network-admin auth md5 FACE0000FAKE0000AAAA0000BBBB0000CCCC priv aes-128 FEED0000FAKE0000DDDD0000EEEE0000FFFF localizedV2key,networklessons_clab_dag_symmetric_irb_leaf1_nxos1027.cfg,34,rule
train,unclear,unclear,0.95,"edit ""Alibaba-FTP""",kevinguenay_fgt_70g_branch.conf,4772,rule
train,unclear,unclear,0.95,"font-family: Helvetica, Arial, sans-serif;",user_contrib_fg100e_fos7213.conf,3890,default
train,unclear,unclear,0.95,/routing bgp instance,routeros_diff_verbose_export.rsc,168,default
train,unclear,unclear,0.95,description DC1-L2LEAF6A_Ethernet1,batfish_labval_dc1_leaf2a_eos4230.txt,147,default
eval,unclear,unclear,0.95,"edit ""high-priority""",user_contrib_fg100e_fos7213.conf,26254,rule
train,unclear,unclear,0.95,<mode>carp</mode>,opnsense_docs_carp_ha_backup.xml,673,rule
eval,unclear,unclear,0.95,channel-group 10 mode active,batfish_labval_dc1_leaf2a_eos4230.txt,158,default
eval,unclear,unclear,0.95,"edit ""Fortinet-LDAP""",kevinguenay_fgt_70g_branch.conf,1853,rule
train,SKIP,unclear,0.95,! License: BSD-3-Clause,cml_basic_forwarding_iosv_r1_ospf.txt,2,rule
train,unclear,unclear,0.95,"edit ""RealNetworks-NTP""",kevinguenay_fgt_70g_branch.conf,2105,rule
train,unclear,unclear,0.95,"edit ""TF-EMERGINGTHREAT-COMPROMISED-IPs""",kevinguenay_fgt_70g_branch.conf,8913,rule
eval,unclear,unclear,0.95,interface Crypto-Engine1/2/3,batfish_cisco_interface.txt,286,default
train,unclear,unclear,0.95,set groups POC_Lab system login user lab class super-user,ksator_labmgmt_ex4550_junos151.set,14,default
train,unclear,unclear,0.95,set popularity 1 2 3 4 5,user_contrib_fg100e_fos7213.conf,26383,default
train,unclear,unclear,0.95,ip igmp query-interval 125,batfish_cisco_interface.txt,89,default
train,unclear,unclear,0.95,route-map ALLOW_10_1_1_0_24_LE out,batfish_nxos_bgp_redist_d1.txt,320,default
train,unclear,unclear,0.95,route-map ALLOW_10_1_2_0_24_LE out,batfish_nxos_bgp_redist_d1.txt,325,default
train,unclear,unclear,0.95,config firewall internet-service-extension,user_contrib_fg100e_fos7213.conf,25345,default
eval,unclear,unclear,0.95,set sslvpn-max-worker-count 0,user_contrib_fg100e_fos7213.conf,167,default
train,unclear,unclear,0.95,"edit ""Fortinet-FortiCloud""",kevinguenay_fgt_70g_branch.conf,1871,rule
train,unclear,unclear,0.95,zone-member t1,batfish_cisco_interface.txt,279,default
train,unclear,unclear,0.95,network 10.60.48.128/26,azsupport_TOR1_Sample.cfg,335,default
train,unclear,unclear,0.95,<verbosity/>,user_contrib_supergate_opn25.xml,2910,rule
train,unclear,unclear,0.95,config vpn ipsec concentrator,user_contrib_fg100e_fos7213.conf,28191,rule
train,unclear,unclear,0.95,<if>vlan0.10</if>,user_contrib_supergate_opn25.xml,348,rule
train,unclear,unclear,0.95,<domain_needed>0</domain_needed>,user_contrib_supergate_opn25.xml,440,rule
train,unclear,unclear,0.95,name Tenant_A_WEBZone_2,batfish_labval_dc1_leaf2a_eos4230.txt,39,default
train,unclear,unclear,0.95,/tool mac-server ping set enabled=no,taqavi_initial_provisioning.rsc,132,default
eval,unclear,unclear,0.95,<description>L3 routed port with dot1q subinterface trunk</description>,kitchen_sink.xml,155,rule
train,unclear,unclear,0.95,"edit ""Apple-App.Store""",kevinguenay_fgt_70g_branch.conf,1103,rule
train,unclear,unclear,0.95,<dns1gw>WAN_DHCP</dns1gw>,user_contrib_supergate_opn25.xml,240,default
train,unclear,unclear,0.95,"edit ""Netflix-NTP""",kevinguenay_fgt_70g_branch.conf,1562,rule
train,unclear,unclear,0.95,set system login user readonly class read-only,kitchen_sink.set,52,rule
eval,unclear,unclear,0.95,set priority 128,user_contrib_fg100e_fos7213.conf,3811,default
eval,unclear,unclear,0.95,set format netflow9,user_contrib_fg100e_fos7213.conf,34128,default
eval,unclear,unclear,0.95,try {,user_contrib_fg100e_fos7213.conf,9055,default
train,unclear,unclear,0.95,flex-direction: column;,user_contrib_fg100e_fos7213.conf,4001,default
train,unclear,unclear,0.95,bridge group cbr8,iosxr_design_cst_pa3_xr752.cfg,868,default
eval,unclear,unclear,0.95,"set enabled=yes primary-ntp=10.200.0.15 secondary-ntp=10.200.0.15 server-dns-names=""""",routeros_diff_verbose_export.rsc,446,default
train,unclear,unclear,0.95,"edit ""Coupa-DNS""",kevinguenay_fgt_70g_branch.conf,3164,rule
train,unclear,unclear,0.95,set chassis high-availability services-redundancy-group 2 peer-id 2,jnprautomate_mnha_vsrx_a_junos.set,60,default
train,unclear,unclear,0.95,<filter>,opnsense_acl_test_config.xml,141,rule
eval,SKIP,unclear,0.95,</filter>,opnsense_acl_test_config.xml,166,rule
train,unclear,unclear,0.95,<to>192.168.1.245</to>,opnsense_docs_carp_ha_backup.xml,266,rule
train,unclear,unclear,0.95,set wifi-ac3 0.0.0.0,user_contrib_fg100e_fos7213.conf,22329,default
eval,unclear,unclear,0.95,rsakeypair TP-self-signed-838306438,user_contrib_cat9300_iosxe1712.txt,56,default
train,unclear,unclear,0.95,vxlan vrf Tenant_A_DB_Zone vni 15004,batfish_labval_dc1_leaf2a_eos4230.txt,285,default
train,unclear,unclear,0.95,set discovery-mc-addr 224.0.1.140,user_contrib_fg100e_fos7213.conf,311,default
train,unclear,unclear,0.95,<dhcpfirst>0</dhcpfirst>,user_contrib_supergate_opn25.xml,436,rule
train,unclear,unclear,0.95,description Tenant_A_OP_Zone_VTEP_DIAGNOSTICS,batfish_labval_dc1_leaf2a_eos4230.txt,175,default
train,unclear,unclear,0.95,"edit ""Intuit-Other""",kevinguenay_fgt_70g_branch.conf,3395,rule
train,unclear,unclear,0.95,"set member ""vpnboi""",user_contrib_fg100e_fos7213.conf,27217,default
train,unclear,unclear,0.95,<name>radius-secondary</name>,kitchen_sink.xml,144,rule
train,unclear,unclear,0.95,<descr>Auto created rule - LAN to WAN</descr>,opnsense_docs_carp_ha_backup.xml,384,rule
train,unclear,unclear,0.95,<hwaddr>bc:24:11:00:00:08</hwaddr>,user_contrib_supergate_opn25.xml,728,rule
train,unclear,unclear,0.95,config system ipip-tunnel,user_contrib_fg100e_fos7213.conf,28738,default
train,unclear,unclear,0.95,hostname tor1-iic-azlocal,azlocal_tor1.txt,14,rule
train,unclear,unclear,0.95,set max-range-segment 5,user_contrib_fg100e_fos7213.conf,32293,default
eval,unclear,unclear,0.95,"set buffer ""This message has been blocked because mail from this email address is not allowed.""",user_contrib_fg100e_fos7213.conf,7098,rule
train,unclear,unclear,0.95,/user aaa,routeros_diff_verbose_export.rsc,486,default
eval,unclear,unclear,0.95,"edit ""Adobe-Other""",kevinguenay_fgt_70g_branch.conf,1619,rule
train,unclear,unclear,0.95,"set member ""Test""",user_contrib_fg100e_fos7213.conf,27224,default
train,unclear,unclear,0.95,<mmonitUrl/>,user_contrib_supergate_opn25.xml,2984,rule
train,logging_enabled:true,logging_enabled:true,0.95,logging level dhclient 4,nautobot_gc_nxos_snmp_spine01_nxos933.txt,44,rule
train,unclear,unclear,0.95,<no_private_reverse>0</no_private_reverse>,user_contrib_supergate_opn25.xml,442,rule
eval,unclear,unclear,0.95,"edit ""Twitter-RTMP""",kevinguenay_fgt_70g_branch.conf,2459,rule
eval,unclear,unclear,0.95,set user-device-store-max-unified-mem 159355289,user_contrib_fg100e_fos7213.conf,189,default
eval,unclear,unclear,0.95,9EAD6AICCAAwDAYIKoZIhvcNAgkFADAdBglghkgBZQMEASoEECfJBaWTZhQpV5xh,kevinguenay_fgt_70g_branch.conf,9013,default
train,unclear,unclear,0.95,3tywOw+wNoypR/omuESKHJrz8omUKmwkVJBhqZALxsXK9MbhJvVJoPJIbo/9gMP8,kevinguenay_fgt_vm_hub.conf,10221,default
train,unclear,unclear,0.95,"edit ""FQDN-Webroot-Webroot.SecureAnywhere""",kevinguenay_fgt_70g_branch.conf,6723,rule
eval,unclear,unclear,0.95,set routing-instances PROD protocols bgp group EXT-AS65020-AS65200 hold-time 30,jnprautomate_mnha_vsrx_a_junos.set,597,default
train,unclear,unclear,0.95,"edit ""Dropbox-FTP""",kevinguenay_fgt_70g_branch.conf,1520,rule
eval,unclear,unclear,0.95,set ip 0.0.0.0 0.0.0.0,user_contrib_fg100e_fos7213.conf,767,default
train,unclear,unclear,0.95,"edit ""Marketo-LDAP""",kevinguenay_fgt_70g_branch.conf,3461,rule
train,unclear,unclear,0.95,set malformed-header-max-forwards pass,user_contrib_fg100e_fos7213.conf,27828,default
train,unclear,unclear,0.95,name MLAG_iBGP_Tenant_A_WEB_Zone,batfish_labval_dc1_leaf2a_eos4230.txt,61,default
train,unclear,unclear,0.95,load-interval 30,batfish_cisco_interface.txt,165,default
eval,unclear,unclear,0.95,"name ""OUTSIDE-LOCAL""",houdev_vyos_dhcpv6_pd_client.conf,12,default
train,unclear,unclear,0.95,X/6KEgICCAAwDAYIKoZIhvcNAgkFADAdBglghkgBZQMEASoEEBfeWwtaH7yustM3,kevinguenay_fgt_vm_hub.conf,10364,default
train,unclear,unclear,0.95,"edit ""apple""",kevinguenay_fgt_70g_branch.conf,8272,rule
train,unclear,unclear,0.95,"lease ""86400""",houdev_vyos_dhcpv6_pd_client.conf,230,default
train,unclear,unclear,0.95,set malformed-header-to discard,user_contrib_fg100e_fos7213.conf,27918,default
train,unclear,unclear,0.95,speed 9600,wcni-kind-gw0.conf,39,default
train,unclear,unclear,0.95,"edit ""Backblaze-NTP""",kevinguenay_fgt_70g_branch.conf,5498,rule
train,unclear,unclear,0.95,"edit ""ZoneAlarm-FW""",user_contrib_fg100e_fos7213.conf,27575,rule
eval,unclear,unclear,0.95,"edit ""Axon-Evidence""",kevinguenay_fgt_70g_branch.conf,5858,rule
eval,unclear,unclear,0.95,network 172.22.56.134/31,azsupport_TOR2_Sample.cfg,333,default
train,unclear,unclear,0.95,fields.forEach(function(field) {,user_contrib_fg100e_fos7213.conf,9045,default
train,unclear,unclear,0.95,passive-interface Vlan50,07-vrf-segmentation.txt,45,default
train,unclear,unclear,0.95,"edit ""mail.ru-Web""",kevinguenay_fgt_70g_branch.conf,4718,rule
train,unclear,unclear,0.95,"set srcintf ""SDWAN-OUTSIDE""",kevinguenay_fgt_70g_branch.conf,11815,default
train,unclear,unclear,0.95,set tcp-portrange 2000,kevinguenay_fgt_70g_branch.conf,8675,default
eval,unclear,unclear,0.95,"set member ""N_MGMT_24"" ""H_HUB1-O1"" ""H_HUB1-O2""",kevinguenay_fgt_vm_hub.conf,9389,default
eval,unclear,unclear,0.95,G6lDGBIEggKAzMK/DVuODM3/HAQjMB5XALInd+jKEXqDTnrs0ygAlniVkOi6jtes,kevinguenay_fgt_70g_branch.conf,9226,default
train,unclear,unclear,0.95,set trust-ip-1 0.0.0.0 0.0.0.0,user_contrib_fg100e_fos7213.conf,531,default
train,SKIP,unclear,0.95,! Platform:         Dell PowerSwitch (S5200/S4100/S4200 series running OS10),azlocal_tor1.txt,5,rule
train,unclear,unclear,0.95,set routing-instances PROD routing-options instance-import SRX-SERVICES,jnprautomate_mnha_vsrx_a_junos.set,593,default
eval,unclear,unclear,0.95,set look-back 12,kevinguenay_fgt_70g_branch.conf,9761,default
train,unclear,unclear,0.95,static {,scottlaird-vyos-parser.conf,120,default
eval,unclear,unclear,0.95,"<p>If JavaScript is not enabled, please <a href=\""%%AUTH_REDIR_URL%%\"">click here</a> to continue.</p>",user_contrib_fg100e_fos7213.conf,10154,rule
eval,unclear,unclear,0.95,spanning-tree guard none,batfish_cisco_interface.txt,228,default
eval,unclear,unclear,0.95,description Tenant_A_APP_Zone_VTEP_DIAGNOSTICS,batfish_labval_dc1_leaf2a_eos4230.txt,185,default
eval,unclear,unclear,0.95,encodedData.push(\'%%TOKENCODE%%=\');,user_contrib_fg100e_fos7213.conf,9052,default
train,unclear,unclear,0.95,"edit ""ZoneAlarm-AV-Vista-Win7""",user_contrib_fg100e_fos7213.conf,27581,rule
train,unclear,unclear,0.95,description DC1-L2LEAF6B_Ethernet1,batfish_labval_dc1_leaf2a_eos4230.txt,151,default
eval,unclear,unclear,0.95,channel-group 200 mode on,kitchen_sink.cfg,80,default
